,beta,p_perm,p_perm_fdr0.05,type,color
RNF215,0.00018697204246465214,0.3529,False,nosig,grey
PKMYT1,0.00018695920192375815,0.1503,False,nosig,grey
ELOA,0.00018694560539492573,0.1522,False,nosig,grey
HYLS1,0.0001869057436220862,0.2788,False,nosig,grey
SLC25A11,0.00018688282699156266,0.1054,False,nosig,grey
MAPK13,0.0001868674472893663,0.3412,False,nosig,grey
SLC35B4,0.00018682989497195878,0.2356,False,nosig,grey
NIPSNAP3A,0.00018681051576507557,0.4815,False,nosig,grey
C1orf122,0.0001867983525690887,0.176,False,nosig,grey
SZT2,0.00018676000182351392,0.0343,False,nosig,grey
C16orf89,0.0001866858494817124,0.4322,False,nosig,grey
GPR137B,0.000186682592979828,0.4045,False,nosig,grey
CDHR2,0.00018665124927559376,0.2536,False,nosig,grey
UFSP2,0.0001866395858145238,0.1788,False,nosig,grey
RBM15B,0.0001865283902751014,0.4184,False,nosig,grey
SDR16C5,0.00018646606460263537,0.3688,False,nosig,grey
MDK,0.00018645213616777024,0.439,False,nosig,grey
ITM2B,0.00018636208245708665,0.0464,False,nosig,grey
ZNF211,0.00018635665565292127,0.5401,False,nosig,grey
SELENOI,0.0001863397488930725,0.116,False,nosig,grey
ERCC1,0.0001862440664020981,0.2093,False,nosig,grey
IMMP2L,0.00018618545163492074,0.2998,False,nosig,grey
ABI3,0.00018616691649347162,0.432,False,nosig,grey
PLCE1,0.00018606227454226107,0.478,False,nosig,grey
ST20,0.00018598859910700237,0.3134,False,nosig,grey
FLRT1,0.000185962698841335,0.5928,False,nosig,grey
LPCAT1,0.00018586339269263292,0.564,False,nosig,grey
MBP,0.0001858623207002913,0.3836,False,nosig,grey
ATG13,0.00018582536467566985,0.4685,False,nosig,grey
ARMCX5,0.0001857960642316668,0.29,False,nosig,grey
NORAD,0.00018579080625556705,0.3123,False,nosig,grey
FPR2,0.0001856792708849618,0.3928,False,nosig,grey
MEX3A,0.00018567719102893925,0.435,False,nosig,grey
GAR1,0.0001856397080289963,0.1703,False,nosig,grey
RAET1E-AS1,0.00018557142259743243,0.5308,False,nosig,grey
LRRC73,0.0001855275088533448,0.0267,False,nosig,grey
KRTAP10-1,0.0001854940237825856,0.0804,False,nosig,grey
ATXN1L,0.00018549221998560356,0.3841,False,nosig,grey
SNX10,0.0001852958474071846,0.2872,False,nosig,grey
STX19,0.0001852735383779411,0.5442,False,nosig,grey
ACAP3,0.00018522444348835674,0.1223,False,nosig,grey
LOC440040,0.00018500519221636126,0.4033,False,nosig,grey
GSX1,0.00018500430112637487,0.2617,False,nosig,grey
SARDH,0.00018499692602493137,0.5648,False,nosig,grey
BSDC1,0.00018491779209147798,0.2712,False,nosig,grey
SPRED3,0.00018486662068460647,0.5771,False,nosig,grey
CAPN15,0.00018485993199875196,0.0397,False,nosig,grey
SMAD9,0.00018470173985441233,0.402,False,nosig,grey
TMEM128,0.0001846233301423344,0.2007,False,nosig,grey
NFYA,0.00018451744489915423,0.2012,False,nosig,grey
HDAC9,0.0001844037735638388,0.5232,False,nosig,grey
LINC01506,0.00018429267303172182,0.4386,False,nosig,grey
MB21D2,0.0001842845770858933,0.356,False,nosig,grey
RAB11A,0.000184274391294116,0.1541,False,nosig,grey
MROH8,0.00018422378577347942,0.3038,False,nosig,grey
KAT2B,0.00018419794315373213,0.1757,False,nosig,grey
MFSD6,0.00018407921711513313,0.3146,False,nosig,grey
LMBRD1,0.0001839392726414617,0.2939,False,nosig,grey
ITGA3,0.00018384098222185908,0.1742,False,nosig,grey
IL17RB,0.0001837937609764623,0.3821,False,nosig,grey
SUPT4H1,0.00018367654629125588,0.4902,False,nosig,grey
CCNG1,0.00018362600332697785,0.3515,False,nosig,grey
EEF1AKMT2,0.0001835945485409582,0.4424,False,nosig,grey
FAM234A,0.00018353667686993175,0.1521,False,nosig,grey
ZNF470,0.00018350354018323536,0.4525,False,nosig,grey
NOTCH4,0.00018349970000028986,0.4234,False,nosig,grey
KRTAP19-5,0.0001834391220053625,0.1368,False,nosig,grey
SAP130,0.00018341286386203042,0.4622,False,nosig,grey
PGRMC2,0.00018340552800746548,0.4354,False,nosig,grey
SMOC2,0.00018338916986724622,0.166,False,nosig,grey
HEXIM2,0.00018335979435935465,0.25,False,nosig,grey
ZNF562,0.00018327433915528145,0.3042,False,nosig,grey
TWNK,0.00018327194664987184,0.4639,False,nosig,grey
GPR139,0.00018321449703901426,0.3923,False,nosig,grey
ZNF416,0.00018314877835226936,0.2791,False,nosig,grey
ROCK2,0.00018306482578334398,0.3438,False,nosig,grey
HEY1,0.00018304583478458118,0.4814,False,nosig,grey
NIPSNAP3B,0.00018302854320712813,0.5381,False,nosig,grey
CCDC167,0.00018281790301192678,0.2421,False,nosig,grey
NDRG2,0.00018281753173532016,0.2473,False,nosig,grey
KCTD6,0.00018280629073291185,0.2009,False,nosig,grey
IDUA,0.00018259808201969766,0.1609,False,nosig,grey
PPFIA3,0.00018249424688370644,0.2019,False,nosig,grey
LOC100128079,0.00018242278804230327,0.164,False,nosig,grey
THRB,0.00018239008358603202,0.3916,False,nosig,grey
GFRA2,0.00018235737808748554,0.2569,False,nosig,grey
MFSD2B,0.00018233332762019702,0.1839,False,nosig,grey
FAM184A,0.00018226081686231383,0.2496,False,nosig,grey
GRM3,0.00018219912044786153,0.334,False,nosig,grey
ZFP62,0.00018214315886294006,0.1868,False,nosig,grey
IL1RAPL2,0.00018209102596109179,0.4728,False,nosig,grey
NKAIN2,0.00018208834575662682,0.1626,False,nosig,grey
LOC105373383,0.00018201033515468344,0.2978,False,nosig,grey
GLMP,0.0001819800971637936,0.3499,False,nosig,grey
STON1,0.00018197499993356924,0.1284,False,nosig,grey
NELFB,0.00018190429474805692,0.1534,False,nosig,grey
SYNGR3,0.0001819038054720622,0.2529,False,nosig,grey
UBA5,0.0001817148321210588,0.3384,False,nosig,grey
ZFAND6,0.00018167080931320905,0.3044,False,nosig,grey
SNAI3-AS1,0.00018153087209775762,0.0127,False,nosig,grey
BARD1,0.0001815049693503281,0.4471,False,nosig,grey
HS3ST2,0.00018147963569182642,0.5578,False,nosig,grey
DDX49,0.00018144931742385123,0.1754,False,nosig,grey
SNRPF,0.0001813786460192858,0.3331,False,nosig,grey
PARM1,0.00018137613536152076,0.4787,False,nosig,grey
RUVBL2,0.00018134446998609687,0.2516,False,nosig,grey
MPHOSPH9,0.00018133949594290378,0.297,False,nosig,grey
GABBR2,0.00018129023540801317,0.0632,False,nosig,grey
S1PR1,0.00018128210464830635,0.2664,False,nosig,grey
LINC00115,0.00018127082931298564,0.3286,False,nosig,grey
FNIP1,0.00018106460133750715,0.1452,False,nosig,grey
ZSCAN2,0.00018104529131140988,0.5319,False,nosig,grey
RUBCN,0.00018101563004095555,0.3835,False,nosig,grey
FOXH1,0.00018100493235919892,0.4506,False,nosig,grey
XPOT,0.00018099031757019758,0.3075,False,nosig,grey
DPH3,0.0001809795038347242,0.1406,False,nosig,grey
IGFBP7,0.00018095229207472848,0.3553,False,nosig,grey
MEGF6,0.00018090844876647612,0.2974,False,nosig,grey
HDGFL3,0.0001808191139478023,0.2432,False,nosig,grey
PRKAG2-AS1,0.0001808084690258769,0.3452,False,nosig,grey
MBLAC1,0.00018078471396838425,0.357,False,nosig,grey
DEDD,0.0001806564502362319,0.3635,False,nosig,grey
KCNQ1,0.00018062782123688017,0.5242,False,nosig,grey
GLRX3,0.0001806151809180023,0.2651,False,nosig,grey
HMX3,0.00018057568992513478,0.1095,False,nosig,grey
RPF2,0.00018054677166567338,0.4279,False,nosig,grey
TAPBPL,0.00018048332104346953,0.4869,False,nosig,grey
CFAP61,0.00018047669101520577,0.441,False,nosig,grey
UBE2W,0.00018044365582195357,0.4682,False,nosig,grey
ZBED4,0.00018041531434136748,0.3948,False,nosig,grey
KIDINS220,0.0001802874058685562,0.1924,False,nosig,grey
NAXD,0.00018022853959340926,0.069,False,nosig,grey
MFSD14A,0.0001800357535946313,0.3994,False,nosig,grey
ASB6,0.00018002259690235258,0.2745,False,nosig,grey
CKM,0.0001800186108005172,0.5619,False,nosig,grey
KPNA1,0.00018000157558107458,0.3317,False,nosig,grey
BCAT1,0.00017999039487143258,0.2141,False,nosig,grey
ZNF618,0.00017994513377004537,0.3646,False,nosig,grey
S1PR5,0.00017990327214218173,0.5009,False,nosig,grey
LINC01128,0.00017984296069146325,0.0402,False,nosig,grey
STAG2,0.00017975371554919495,0.1496,False,nosig,grey
ETS2,0.00017972511471726254,0.1153,False,nosig,grey
SMIM14,0.0001796477628953463,0.2225,False,nosig,grey
ARL16,0.0001795994641106135,0.4961,False,nosig,grey
CEP152,0.00017958587763839876,0.3552,False,nosig,grey
LTBP1,0.00017954264924605518,0.4747,False,nosig,grey
TTC4,0.000179470565126503,0.3743,False,nosig,grey
UBA2,0.00017943967397733376,0.2465,False,nosig,grey
LOC100506125,0.00017941080285145209,0.5343,False,nosig,grey
KANK4,0.00017921979506519163,0.3425,False,nosig,grey
BAMBI,0.00017919480628303535,0.4603,False,nosig,grey
TBXAS1,0.0001791577500636579,0.2729,False,nosig,grey
C19orf18,0.00017903457219513167,0.5297,False,nosig,grey
NNT,0.00017901509711902027,0.1906,False,nosig,grey
PARP14,0.0001789657675581238,0.2751,False,nosig,grey
RASIP1,0.00017895991338314244,0.1885,False,nosig,grey
PTPRH,0.000178853795144555,0.2514,False,nosig,grey
RCBTB2,0.00017882114218434347,0.3926,False,nosig,grey
MBOAT1,0.00017870138627149986,0.5776,False,nosig,grey
NDUFAF6,0.00017868805155508744,0.2254,False,nosig,grey
ERC2-IT1,0.00017868108891724299,0.2755,False,nosig,grey
RRS1,0.00017867120295087454,0.3496,False,nosig,grey
SUPV3L1,0.00017865450846489653,0.3293,False,nosig,grey
SPRY2,0.0001786535760368236,0.3823,False,nosig,grey
GLIPR1L2,0.00017863912918403223,0.436,False,nosig,grey
AGTPBP1,0.00017849546857305542,0.0763,False,nosig,grey
PCDH17,0.00017848059017112387,0.6037,False,nosig,grey
AANAT,0.00017841552182882415,0.2876,False,nosig,grey
LOC102606465,0.00017835515327932553,0.4848,False,nosig,grey
ZSCAN18,0.00017828570690756534,0.2384,False,nosig,grey
PGP,0.0001782592688832452,0.1364,False,nosig,grey
STAB1,0.0001781845203656269,0.4774,False,nosig,grey
TPCN1,0.00017812647452336753,0.2528,False,nosig,grey
NT5C2,0.00017810899252867108,0.3006,False,nosig,grey
ABL2,0.00017804259366749833,0.3468,False,nosig,grey
KCTD20,0.00017798368577970607,0.324,False,nosig,grey
LOC643802,0.0001779735876999822,0.3052,False,nosig,grey
LOC642929,0.000177861965075003,0.3623,False,nosig,grey
RFX3,0.00017775942723710877,0.1745,False,nosig,grey
ME1,0.00017773830265994215,0.4191,False,nosig,grey
TMEM234,0.0001775645076075837,0.4982,False,nosig,grey
HSPA6,0.00017752517946601,0.663,False,nosig,grey
PTPN21,0.00017748901420916238,0.4768,False,nosig,grey
KIAA1107,0.000177474813850371,0.3529,False,nosig,grey
ECI1,0.00017746662172344482,0.2964,False,nosig,grey
B3GALT2,0.000177454724345827,0.3556,False,nosig,grey
ZNF446,0.00017742415228866806,0.0684,False,nosig,grey
B3GALT6,0.0001772881737572787,0.0921,False,nosig,grey
HDDC3,0.0001772696929022347,0.1327,False,nosig,grey
TAX1BP1,0.00017725845847831438,0.218,False,nosig,grey
ATAD3B,0.00017719497655351198,0.1832,False,nosig,grey
COMMD2,0.0001771731110304932,0.2908,False,nosig,grey
NSFL1C,0.00017701925896046358,0.4314,False,nosig,grey
GREB1,0.0001768790753982165,0.4576,False,nosig,grey
TCTA,0.0001768453754359929,0.4887,False,nosig,grey
KIAA1211,0.00017679954725880094,0.6059,False,nosig,grey
WDR86,0.00017679480162522594,0.4127,False,nosig,grey
FAM234B,0.00017677962986226085,0.2554,False,nosig,grey
ARRB2,0.00017674939541585048,0.2018,False,nosig,grey
RALGPS1,0.00017673355347856419,0.1638,False,nosig,grey
CDKN1B,0.00017669488127006994,0.0385,False,nosig,grey
EMP3,0.0001766161265669359,0.4546,False,nosig,grey
GSN,0.00017657686295176938,0.1667,False,nosig,grey
NXPH2,0.00017654824563373867,0.5647,False,nosig,grey
SNX8,0.00017653835890443792,0.3011,False,nosig,grey
TRAF6,0.00017651552524004026,0.3422,False,nosig,grey
TTC30B,0.00017641870921288345,0.2735,False,nosig,grey
THAP9-AS1,0.00017626659280252317,0.0199,False,nosig,grey
CISD2,0.00017624461969997492,0.3659,False,nosig,grey
REXO2,0.00017614524938612989,0.2293,False,nosig,grey
KLF7,0.0001761348777625083,0.1194,False,nosig,grey
RTL8C,0.00017611846222018095,0.0235,False,nosig,grey
DHX8,0.00017602196305923105,0.4202,False,nosig,grey
AXIN1,0.00017601245324324764,0.2388,False,nosig,grey
SEPT7P2,0.00017599851927162084,0.2278,False,nosig,grey
COG6,0.00017594641794523692,0.3944,False,nosig,grey
WDR3,0.00017586142694009775,0.139,False,nosig,grey
NUP160,0.00017585953464049526,0.2642,False,nosig,grey
ZNF681,0.0001758539470857279,0.4428,False,nosig,grey
GTF2F1,0.00017583969584191865,0.1091,False,nosig,grey
OR52N2,0.00017569751737668581,0.3162,False,nosig,grey
SAMD4A,0.00017568510950349015,0.1971,False,nosig,grey
LARP4,0.00017565988250228733,0.1645,False,nosig,grey
RTCB,0.00017564873445803474,0.187,False,nosig,grey
FAM66B,0.0001756207343285647,0.2232,False,nosig,grey
C20orf204,0.00017550385362105826,0.49,False,nosig,grey
ZNF818P,0.00017547155843404048,0.4296,False,nosig,grey
RIT1,0.00017541441396446875,0.2668,False,nosig,grey
LOC100268168,0.00017539974829688167,0.5826,False,nosig,grey
TALDO1,0.00017533560926379085,0.2071,False,nosig,grey
GRIN2A,0.00017531919586487082,0.0635,False,nosig,grey
KCNK5,0.00017527813733173828,0.518,False,nosig,grey
CHMP7,0.00017524969013732862,0.4689,False,nosig,grey
SMAP1,0.00017519274234262044,0.3618,False,nosig,grey
PARP4,0.0001749998523402026,0.6257,False,nosig,grey
COPS7B,0.00017494220565800008,0.5514,False,nosig,grey
TMEM256,0.00017492754904412615,0.2437,False,nosig,grey
HIST1H3E,0.00017485890776196996,0.1544,False,nosig,grey
OSBPL6,0.00017483813442050532,0.4073,False,nosig,grey
LOC100130950,0.0001748160456298931,0.2874,False,nosig,grey
GALNT2,0.0001747813750431489,0.6001,False,nosig,grey
COQ5,0.00017476467344047265,0.3822,False,nosig,grey
LINC00461,0.00017476262319138906,0.5174,False,nosig,grey
SMIM30,0.0001746973442085549,0.2904,False,nosig,grey
KNDC1,0.00017457619608451198,0.3436,False,nosig,grey
RPL11,0.00017432309693501857,0.2702,False,nosig,grey
GRIK2,0.00017432090282240174,0.2743,False,nosig,grey
TMEM106A,0.00017432086716833326,0.419,False,nosig,grey
VSNL1,0.00017431525692573885,0.1437,False,nosig,grey
FAM131B,0.00017429148547554966,0.2828,False,nosig,grey
PROSER3,0.0001742465830365959,0.4316,False,nosig,grey
MIF,0.00017424112253883243,0.1002,False,nosig,grey
GLI1,0.00017423486514793105,0.2252,False,nosig,grey
ZFP36L2,0.00017422710122294438,0.1581,False,nosig,grey
ZNF598,0.00017420936083999654,0.0788,False,nosig,grey
MSTO1,0.00017416725298090603,0.4552,False,nosig,grey
PPIL2,0.0001740573440670255,0.4636,False,nosig,grey
LMF1,0.00017400327174701667,0.1851,False,nosig,grey
MGC16025,0.00017399159284820412,0.5779,False,nosig,grey
SPINK7,0.00017395776834900408,0.1306,False,nosig,grey
TRIP11,0.00017387197148809315,0.371,False,nosig,grey
CYGB,0.000173812249398289,0.3472,False,nosig,grey
PARP3,0.00017380086518851168,0.2645,False,nosig,grey
ACOT8,0.00017369992030182187,0.2804,False,nosig,grey
VASH2,0.00017364804004433554,0.4287,False,nosig,grey
COL12A1,0.0001736159269951801,0.5111,False,nosig,grey
SLAIN2,0.0001735540947094995,0.3203,False,nosig,grey
RASSF7,0.00017352656826826688,0.2635,False,nosig,grey
SCTR,0.00017347798388652868,0.3876,False,nosig,grey
ZMYND11,0.00017340246480245975,0.25,False,nosig,grey
RAB30,0.00017329618139600466,0.2492,False,nosig,grey
ACBD3,0.000173199526801074,0.3729,False,nosig,grey
UBE2A,0.00017309442479349828,0.3702,False,nosig,grey
LRRC2,0.00017306649378937713,0.4579,False,nosig,grey
PMS1,0.0001730470596794831,0.3003,False,nosig,grey
TSPO2,0.00017273701172738055,0.275,False,nosig,grey
C1orf229,0.00017267706403755387,0.3469,False,nosig,grey
ATPAF2,0.00017266314205044458,0.4368,False,nosig,grey
HIST1H4B,0.0001726614309401638,0.1759,False,nosig,grey
GRAMD1A,0.00017249742470147413,0.3435,False,nosig,grey
ZNF622,0.00017245225074269486,0.175,False,nosig,grey
EIF3E,0.000172435777916128,0.0298,False,nosig,grey
NCOA5,0.00017242643063752284,0.3304,False,nosig,grey
EID2B,0.0001722730213469548,0.3252,False,nosig,grey
EFHC2,0.00017217342271160665,0.5838,False,nosig,grey
KDM1A,0.00017216414785209842,0.466,False,nosig,grey
CRCP,0.00017212215680905023,0.4186,False,nosig,grey
KLF1,0.00017189283410182893,0.3225,False,nosig,grey
FABP1,0.0001718145436720012,0.4849,False,nosig,grey
ARMCX2,0.00017180673937294597,0.4422,False,nosig,grey
NDUFAF7,0.00017177908897634888,0.3518,False,nosig,grey
P2RY14,0.0001717218108915601,0.5549,False,nosig,grey
CHST8,0.00017165453756575472,0.1466,False,nosig,grey
MRPL12,0.00017163464485460037,0.1849,False,nosig,grey
LOC729080,0.0001716010822619152,0.0185,False,nosig,grey
PDK4,0.00017158450624548576,0.5919,False,nosig,grey
SPSB1,0.00017153954868251222,0.0832,False,nosig,grey
AGAP1,0.00017152372773515502,0.1966,False,nosig,grey
ERP44,0.00017144640329158655,0.2613,False,nosig,grey
SNHG12,0.0001714447202614322,0.4174,False,nosig,grey
GNL2,0.00017138410118097488,0.5376,False,nosig,grey
IER2,0.00017138324021336005,0.4455,False,nosig,grey
MAPK8IP1P2,0.00017110187543260748,0.3833,False,nosig,grey
NXPH3,0.00017096880386044858,0.2226,False,nosig,grey
ZDHHC3,0.0001709429269145262,0.4103,False,nosig,grey
COMTD1,0.00017084831261827507,0.2497,False,nosig,grey
CTAGE1,0.0001708053132725364,0.1862,False,nosig,grey
ZSWIM5,0.00017079828075993085,0.2811,False,nosig,grey
HSPA9,0.0001707870185518354,0.0683,False,nosig,grey
LINC00599,0.0001706838488673566,0.2853,False,nosig,grey
CYB561D1,0.00017068148605346823,0.2108,False,nosig,grey
SLIRP,0.00017067693879509912,0.2646,False,nosig,grey
SOCS7,0.0001705712682636845,0.1408,False,nosig,grey
GPR156,0.0001705536172061815,0.1774,False,nosig,grey
RRP7A,0.00017044248900790676,0.3115,False,nosig,grey
BIRC6,0.000170439786293776,0.4542,False,nosig,grey
TACR2,0.00017035055269457744,0.3699,False,nosig,grey
LZTR1,0.00017028163611004053,0.2002,False,nosig,grey
SYBU,0.00017025786196645028,0.2863,False,nosig,grey
RRAGC,0.0001702341234931361,0.2484,False,nosig,grey
UBE2L5,0.0001702156980887397,0.3458,False,nosig,grey
USP11,0.00017014870899117952,0.2294,False,nosig,grey
IL1RAP,0.0001700768082170266,0.2416,False,nosig,grey
PPP4R4,0.00016987382348102208,0.401,False,nosig,grey
NEUROD2,0.0001698727687664947,0.0843,False,nosig,grey
FITM2,0.00016969695236475677,0.2955,False,nosig,grey
TCAM1P,0.00016969098101906024,0.618,False,nosig,grey
VCX2,0.00016965137221394835,0.2951,False,nosig,grey
ERBB4,0.0001695706240737061,0.5319,False,nosig,grey
ZDHHC5,0.00016950357847424563,0.2192,False,nosig,grey
DDR2,0.00016943206832971159,0.5108,False,nosig,grey
IER3,0.00016941216634873567,0.3546,False,nosig,grey
PSME1,0.00016940878433741217,0.2897,False,nosig,grey
CD164,0.00016938657220987,0.1118,False,nosig,grey
LINC01521,0.00016927635964874562,0.5605,False,nosig,grey
BMS1P1,0.0001692591415856219,0.3764,False,nosig,grey
H3.Y,0.00016918263164618727,0.0311,False,nosig,grey
HSPD1,0.00016912544769450105,0.4213,False,nosig,grey
RBM10,0.0001691203801789481,0.1716,False,nosig,grey
ST7,0.00016910602340618387,0.267,False,nosig,grey
ZBTB12,0.00016908204966552658,0.4532,False,nosig,grey
GPR162,0.00016907090174279112,0.0561,False,nosig,grey
RYBP,0.00016899143718946682,0.369,False,nosig,grey
DOT1L,0.00016873426563241854,0.0782,False,nosig,grey
SESN2,0.00016855130010113412,0.3169,False,nosig,grey
KRT71,0.00016852224655206777,0.4527,False,nosig,grey
ERC1,0.000168520042717971,0.1808,False,nosig,grey
NSL1,0.00016843050131961704,0.4122,False,nosig,grey
LINC00909,0.00016842958270636398,0.3826,False,nosig,grey
PBLD,0.00016840555530042055,0.4674,False,nosig,grey
CPNE8,0.0001683865914287024,0.465,False,nosig,grey
ZNF514,0.0001683450687894068,0.2537,False,nosig,grey
ZNF764,0.00016830941395531998,0.3687,False,nosig,grey
ARID5A,0.0001681846931063684,0.4057,False,nosig,grey
APTX,0.0001681811998378483,0.3793,False,nosig,grey
KMT2B,0.00016814224255461282,0.0842,False,nosig,grey
C2orf54,0.00016807194935501872,0.4911,False,nosig,grey
NTN1,0.00016806339303120245,0.4664,False,nosig,grey
TERF2,0.00016799325507289528,0.4752,False,nosig,grey
ZNF584,0.00016796983032311017,0.2455,False,nosig,grey
OBSL1,0.00016791353357494047,0.2437,False,nosig,grey
COX6B2,0.00016779229104452138,0.4211,False,nosig,grey
RNPEP,0.00016772798452811645,0.3384,False,nosig,grey
TADA2A,0.00016764094288979685,0.2893,False,nosig,grey
KCTD1,0.00016763387337225956,0.1551,False,nosig,grey
SUSD3,0.00016753828926010681,0.5859,False,nosig,grey
EDC4,0.00016748263077743643,0.4229,False,nosig,grey
HVCN1,0.00016744130067138303,0.5695,False,nosig,grey
MIOS,0.00016733448053022926,0.4207,False,nosig,grey
UBAP1,0.0001672219902968499,0.489,False,nosig,grey
LEO1,0.0001670990264257418,0.3462,False,nosig,grey
LDHD,0.00016707866478085347,0.2408,False,nosig,grey
ARHGAP31,0.00016691348658350003,0.5164,False,nosig,grey
MAP3K11,0.00016690556174877872,0.2598,False,nosig,grey
COX8C,0.00016686153732730163,0.5712,False,nosig,grey
KEAP1,0.00016656682591321758,0.3318,False,nosig,grey
POLB,0.00016650870842361965,0.0061,False,nosig,grey
FBLL1,0.00016648672624875005,0.064,False,nosig,grey
